tweets	sentiment	topics
WHO: Omicron in 38 Countries, No Deaths Reported very mild symptoms. 20+ variants of covid, all mild.   So will you let another variant frighten you or will you choose to live with covid like we live w various strands of new flus? #FREEDOMnotFear! https://t.co/miNDK7uTc9	-1	2
Got a COVID test today and only tickled my own nostrils with the swab 🧐 So why did we get swab lobotomies last year?	1	5
@__Aphroditeee_ Nah he right..seen it b4 ..they only limit these things in the less prominent areas and the upper class do as they like..it’s been like this since COVID..only when it’s caught on camera it is addressed and an mp had to resign but amma jus head out🏃🏾	0	4
once I recover from COVID it’s over for you hoes	1	7
@RobertZemerick @gsd_mom @TrueBluPatriot I have a glioma that needs resection.  My brother who lives in Cleveland encouraged me to get treatment at Cleveland Clinic which has a leading brain tumor center.  Luckily I decided to go to UCSF.  Surgery scheduled next week. San Francisco has 7 COVID+ ICU patients citywide.	0	5
@uve_got_AIDS @MediaDeath @Shaun_Kaminski @bennyjohnson Actually, it’s no longer experimental or an emergency use vaccine. It’s proven effective and safe. They have been researching mRNA vaccines for decades. And what your article discusses is IVT mRNA, which is modified in a lab. It does not modify your DNA. But you do you.	1	1
no fr they’ve worked so hard this pandemic for us i’m so glad they can rest https://t.co/Hb2CIHAwVE	1	7
This study by 20 leading medical, virological, immunological, university professors in Mexico tells the story. Omicron is a virus that was widely spread in many Mexican cities. At one time a year ago, it constituted 70% of the pandemic infections in Mexico City.	0	2
@meanyeee @DarrenWhittle8 @ah_lads @katieharr1988 And like replied below, the bigger and documented risk is if children get infected. So there will be a percentage concerned based on superstition (no known risk from vaccination) and a percentage scared by facts (known impact of infection). It’s up to each parent	0	6
A Norwegian Cruise ship is claimed to have arrived in New Orleans on Sunday with several crew members and passengers that have caught Covid19. The report claims the Louisiana Dept of Health said at least 10 people have tested positive. Not confirmed.  https://t.co/zgJB0ZRopQ	0	6
they spent last two years trying to comfort us through the pandemic i hope they can now take comfort and rest in their break 💜	1	7
@M_DeWinter1844 You provided it... https://t.co/GhrAe4DgMb https://t.co/mfVwfI0DxP	1	1
@mtgreenee Cancer isn’t contagious but COVID is.  So is fear mongering and stupidity.  Get vaccinated, get smart.	1	1
going for my second dose 😈😋	1	1
Screening and assessment are critical components of expert clinical care; the ability to identify changes, detect deterioration is fundamental to quality and safety, patient wellbeing and continuity of care.' Issue 4: https://t.co/V8gimJSlJH	0	5
@DaveBSafe @friendlybluff @RossDyerTV @StigAbell This is from a November 2020 news story:  "We do not know if the vaccine stops you spreading the virus or just from developing symptoms.  "The biggest question - how long does immunity last - will take months or potentially years to answer."	-1	1
#COVID19 #LongCovid #survey #personal  not #scientific   I’m interested if anyone out there who recovered from Covid suffered or is suffering from #aphonia (inability to say a desired word). I’m finding singing the word helps a lot. https://t.co/Z1adLrkPbK	0	5
@AndySwan I have two vaccine I don't believe in making people take the shot. If I get covid I did what they say but that was just me. If they don't want shot that's their choice.	-1	1
@DBCoope43604497 @JeromeAdamsMD @FrankLuntz @nmlinguaphile So now the goal post has shifted from natural immunity to healthy individuals Coop?	1	4
Replies disabled, as I’m not in the mood to deal with Looneys... just purely presenting my own example of post Vax complications.	-1	1
The CDC still lives in a dream world. The vax "prevent COVID-19 infection"? @CDCDirector  I Cite:  "Approved or Authorized Vaccines"  "Below are the vaccines that are approved or authorized in the United States to prevent COVID-19:" https://t.co/a8OZM0w97j	-1	1
An estimated 20,000 LAUSD students who will be forced to take online classes because they are unvaccinated, and concerned parents held a protest in Westwood Sunday https://t.co/prEkE5bVPD	-1	3
COVID saw us sitting longer – and diabetes rose globally by 16% in 2 years. Time to get moving - New figures show global diabetes prevalence has increased by 16% in the past two years, with 537 million adults (aged 20-79) now... - https://t.co/a6Lq5gIXm7 https://t.co/XWajgmuSD3	-1	5
@RWMaloneMD So...scientific debate is exclusively within the scientific community....completely ignored by the governments and MSM...hidden from the public.. refuted by the vaccine manufacturers... whilst thousands of people continue do be maimed and murdered.. This is evil and abhorrent!	-1	1
@mattgallowaycbc You mean travel can be complicated &amp; unpredictable during a global pandemic? Who would have thought….	1	3
@DrP_MD Maybe they put covid in the water	0	3
"#Trump knew he was COVID-positive before it was publicly announced that he had the virus. Trump likely infected several people attending events in the White House and other places." https://t.co/alV0Q1HwYU	1	4
@mattgallowaycbc Really struggle to have much sympathy for those travelling to different continents during a pandemic.   I mean at least try and stay in North America.	1	6
Got home. Mom's got covid. Fuck.	0	5
@Timcast “THIS VACCINE IS SHIT” should be the next “Let’s go Brandon”	-1	1
bts have released so much content during the pandemic which made the entire situation bearable for us. im so happy the tannies would be able to rest during the holidays and be able to spend some time with their loved ones. rest well and enjoy your vacation @BTS_twt	1	7
Louisiana health officials also said at least 10 people on a Norwegian Cruise Line ship that arrived in New Orleans on Sunday had contracted COVID-19, though it's unclear which variant. Passengers are being tested before they disembark and asked to self-isolate if infected.🤡 https://t.co/IBG83WkEDy	0	6
@archibaldcrane @flaminhottweets @akgerber @DemocraticLuntz Where are you getting these figures from? I saw a poll today that indicated 73% said they had gotten at least one shot: https://t.co/OTaDWM8TIT	0	1
Why would a company, that provides a vaccine for the masses, want to hide data for 55 years?  What reasons would make them want to do this?  You don't need to answer this really 😆	-1	1
@thismorning @fernemccann Thank you very much for sharing, I hope to help people with the same symptoms.	1	5
#ABCRadio News Perth repeated LNP’s lie that Australia’s enormous debt is “due to the pandemic”. No mention that most $pending was PRIOR to the pandemic, &amp; that much of $pend during has gone to profitable businesses &amp; overseas entities.  I prefer my news with facts. #auspol https://t.co/zPpi1eyAUu	0	4
@FlyGoalScoredBy For about 6 months in the middle of a Pandemic, he had us all fooled that we were good.	1	4
Daily US Covid Deaths by County For TN   2021-12-03:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/DtomAritFr	0	6
@NoahSuperior @anonymusiguess @brandwhal96 @SubToOptimus I don't give a sht if they're vaxx or not. You can't prevent someone from going to work and earning their keep, are we in dictatorship right now? If your vaxx dafaq are you scared off? If they die let them die.	-1	3
@DrOz Yeah how about you acknowledge that vaccines work and gives Americans a chance at healthy Covid free lives!	1	1
I used to eat at restaurants a lot but during the pandemic I noticed how much I was saving my cooking at home. I think it’s a habit now 😁	1	7
@GargoyleSpanker @AndreaMUK Global citizens: Ooh, goody, yes! Please Mr Pfizer, can we have some more? Lots more? Ooh, thank you so much for keeping us safe!!!	-1	1
Maybe the Grinch got the vaxx and that's why his heart was 2 sizes too small	-1	1
All of this in order to get people to "volunteer" to take a vaccine...  This is unbelievable.  "The people" seemed to learn the lessons from WW2, but it seems governments and corporations didn't.  At what point will governments start shooting citizens with live ammunition? https://t.co/k181oDW01P	-1	1
Y’all snitching on people selling vax cards???? 😭😭😭 only way you’d get caught doing some shit like this if you snitched 😂 https://t.co/LMvNuwRjS1	-1	1
Screening candidates to pan for gold	0	4
@Bret_Sears @BenWoodfinden meanwhile, BC, Quebec, Yukon...life is fairly uninterrupted. schools stay open. HCWs can use rapid tests, vaccine passports not required for teen uni and sports. The conservative premiers (except Legault) have listened to absolutely bizarre, destructive advice	1	3
@ianmSC If you look at hospitalizations and deaths in VT it’s obvious the vaccines are working.  Compare hospitalizations and deaths to lower vaccination states.	1	1
since 2019, bts dropped mots persona,  continued the speak yourself tour,  dropped mots 7 and prepared for a 2020 world tour. when the pandemic hit they tried to keep us happy by dropping constant content. then dynamite, be, butter, ptd, my universe, etc. they deserve a rest	1	7
@d0x360 @dragonshark13 @TheRightMelissa This shows you know nothing about how the vaccine works 😁😅😂😂😅😁.  Just stop, you're embarrassing.	1	1
@mtgreenee STOP LISTENING TO THIS FREAK SHOW.  GET VACCINATED  Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/ydQRIKwvMq	1	1
@MrDouglasHall @MattHancock Hypothetically, let's say, days after taking a vaccine on TV / Social media whilst declaring 'take the vaccine, nothing to worry about', he then gets ill, lets say blood clots, ends up in an emergency ward...  It would be a huge embarrassment to the vaccine company and government	-1	1
